,url,store,name,price,size_or_weight,availability,item_id,description,ingredients,allergin_info,serving_size_1,serving_size_2,serving_size_3,footnotes,nutrient_table_1,nutrient_table_2,nutrient_table_3,vitamin_table_1,vitamin_table_2,vitamin_table_3,mineral_table_1,mineral_table_2,mineral_table_3,Sizes,Form,Flavours,Case of X,Case of Y,clinical_indications,benefits,feature_table_rows,usage,entry_date,
0,https://abbottstore.com/similac-organic-ready-to-feed-2-fl-oz-bottle-case-of-48-56525.html,Abbott,Similac Organic Infant Formula Ready-to-Feed,51.99,"2 fl oz bottle
						 
						 
							/
						 
						 
							Case of 48",IN STOCK,56525,"Similac Organic is designed to support your babys developing brain, eyes, immune system and to help build strong bones.
 For infants from birth - 12 months
 Complete nutrition for your babys first year
 Features OptiGRO, our exclusive blend of DHA, Lutein, and Vitamin E
 Certified USDA Organic
 Made with wholesome organic milk and other organic ingredients","Water, Organic Nonfat Milk, Organic Maltodextrin, Organic Sugar, Organic High Oleic Sunflower Oil, Organic Soy Oil, Organic Coconut Oil. Less than 0.5% of: C. Cohnii Oil, M. Alpina Oil, Beta-Carotene, Lutein, Lycopene, Fructooligosaccharides, Ascorbic Acid, Potassium Citrate, Calcium Carbonate, Organic Soy Lecithin, Carrageenan, Magnesium Chloride, Ferrous Sulfate, Choline Chloride, Choline Bitartrate, Taurine, m-Inositol, Zinc Sulfate, Niacinamide, d-Alpha-Tocopheryl Acetate, Calcium Pantothenate, L-Carnitine, Cupric Sulfate, Vitamin A Palmitate, Thiamine Chloride Hydrochloride, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Manganese Sulfate, Phylloquinone, Biotin, Potassium Iodide, Sodium Selenate, Vitamin D3, Cyanocobalamin, Salt, Potassium Hydroxide, and Nucleotides (Adenosine 5’-Monophosphate, Cytidine 5’-Monophosphate, Disodium Guanosine 5’-Monophosphate, Disodium Uridine 5’-Monophosphate).",Contains milk and soy ingredients.,Serving Size: 100 Cal (5 fl oz),,,Serving Size: 1000 mL (1.1 QT),,,,,,,,,,Case of 48,Ready-to-Feed,,,,,,,,6/05/2020 12:54,Infant Formula
0,https://abbottstore.com/similac-soy-isomil-ready-to-feed-2-fl-oz-bottle-case-of-48-56308.html,Abbott,Similac Soy Isomil Infant Formula Ready-to-Feed,51.99,"2 fl oz bottle
						 
						 
							/
						 
						 
							Case of 48",IN STOCK,56308,"Soy-based formula for infants who need cow's milk-free nutrition. Similac Soy Isomil features OptiGRO, an exclusive blend of brain & eye nourishing nutrients for babys development.
 Lactose-free; suitable for infants with galactosemia
 Easy to digest
 Suitable for infants and children of vegetarian families
 Features OptiGRO, an exclusive blend of important ingredients found in breast milk: DHA, Lutein, and Vitamin E
Soy formulas are not recommended for premature infants with birth weights less than 1800 g

SKU # 56308","Water (87%), Corn Syrup (6%), Soy Protein Isolate (2%), High Oleic Safflower Oil (1%), Sugar (1%), Soy Oil (1%), Coconut Oil (1%). Less than 0.5% of: C. Cohnii Oil, M. Alpina Oil, Beta-Carotene, Lutein, Lycopene, Fructooligosaccharides, Calcium Citrate, Calcium Phosphate, Potassium Phosphate, Ascorbic Acid, Magnesium Chloride, Potassium Citrate, Monoglycerides, Soy Lecithin, Salt, L-Methionine, Carrageenan, Choline Chloride, Potassium Chloride, Taurine, Ferrous Sulfate, m-Inositol, Zinc Sulfate, L-Carnitine, Niacinamide, d-Alpha-Tocopheryl Acetate, Calcium Pantothenate, Cupric Sulfate, Vitamin A Palmitate, Thiamine Chloride Hydrochloride, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Potassium Iodide, Phylloquinone, Biotin, Sodium Selenate, Vitamin D3, Cyanocobalamin, and Potassium Hydroxide.", ,Serving Size: 100 Cal (5 fl oz),,,Serving Size: 1000 mL (1.1 QT),,,,,,,,,,Case of 48,Ready-to-Feed,,,,,,,,6/05/2020 12:54,Infant Formula with Iron
0,https://abbottstore.com/alimentum-19-8ozcan-64719e.html,Abbott,Similac Alimentum Infant Formula Powder,43.49,19.8 oz can,IN STOCK, 64719e,"24-HOUR DIFFERENCE: Our hypoallergenic formula starts reducing excessive crying due to protein sensitivity within 24 hours*
 EASY TO DIGEST: Lactose-free formula has broken down proteins that are easier to digest for babies with food allergies
 MOST RECOMMENDED BRAND: #1 pediatrician recommended brands
 MORE VALUE: Sign up for additional benefits and savings on Alimentum by joining Similac StrongMoms Rewards; get up to $400 in rewards
Similac Alimentum is a nutritionally complete, hypoallergenic formula for infants with food allergies, including colic symptoms due to protein sensitivity. Alimentum starts reducing excessive crying due to cows milk protein sensitivity in most infants within 24 hours.* Its lactose-free and has no palm olein oil, which promotes softer stools, more like a breastfed baby. And it has DHA & ARA, special nutrients found in breast milk that support brain and eye development.
* Based on a clinical study with Similac Alimentum Ready-to-Feed without DHA/ARA in a small group of infants experiencing colic symptoms due to cows milk protein sensitivity. Data on file, AC84, August 2004. Abbott Nutrition, Columbus, Ohio.
 Based on combined recommendations of Similac & EleCare.
 Offers may vary.","Corn Maltodextrin (35%), Casein Hydrolysate [Derived from Milk] (18%), Sugar (15%), High Oleic Safflower Oil (10%), Medium-Chain Triglycerides (10%), Soy Oil (8%). Less than 2% of: C. Cohnii Oil, M. Alpina Oil, Calcium Phosphate, DATEM, Potassium Citrate, Xanthan Gum, Magnesium Chloride, Monoglycerides, Ascorbic Acid, Salt, L-Cystine Dihydrochloride, Calcium Carbonate, Potassium Chloride, L-Tyrosine, L-Tryptophan, Choline Chloride, Ferrous Sulfate, Taurine, m-Inositol, Ascorbyl Palmitate, dl-Alpha-Tocopheryl Acetate, Zinc Sulfate, L-Carnitine, Niacinamide, Mixed Tocopherols, Calcium Pantothenate, Cupric Sulfate, Vitamin A Palmitate, Thiamine Chloride Hydrochloride, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Potassium Iodide, Potassium Hydroxide, Phylloquinone, Biotin, Sodium Selenate, Vitamin D3, and Cyanocobalamin.","Serving Size: 100 Cal (5 fl oz, prepared as directed)","Serving Size: 1000 mL (1.1 QT, prepared as directed)",,,,,,,,,,,,,,Powder,,SELECT 6 CANS,SELECT 3 CANS,,,,,6/05/2020 12:54,Infant Formula
0,https://abbottstore.com/similac-for-spit-up-infant-formula-ready-to-feed-2-fl-oz-bottle-case-of-48-62139.html,Abbott,Similac For Spit-Up Infant Formula Ready-To-Feed,57.49,"2 fl oz bottle
						 
						 
							/
						 
						 
							Case of 48",IN STOCK,62139,"Help your baby spit-up less frequently with easy-to-digest Similac For Spit-Up. Clinically shown to reduce the frequency of spit-up by 54%*. Similac For Spit-Up also has OptiGRO a unique blend of DHA, Lutein, and vitamin E that supports the developing eyes and brain.
 Easy-to-digest formula with added rice starch
Not for infants or children with galactosemia.
*Among healthy 2-month-old infants when compared with standard formula.

SKU # 62139","Water, Corn Syrup, Rice Starch, Milk Protein Isolate, High Oleic Safflower Oil, Sugar, Soy Oil, Coconut Oil, Galactooligosaccharides. Less than 0.5% of: C. Cohnii Oil, M. Alpina Oil, Beta-Carotene, Lutein, Lycopene, Calcium Phosphate, Calcium Carbonate, Potassium Chloride, Potassium Phosphate, Ascorbic Acid, Magnesium Chloride, Potassium Citrate, Soy Lecithin, Monoglycerides, Carrageenan, Choline Chloride, Ferrous Sulfate, Taurine, m-Inositol, Choline Bitartrate, Zinc Sulfate, L-Carnitine, Niacinamide, d-Alpha-Tocopheryl Acetate, Calcium Pantothenate, Riboflavin, Vitamin A Palmitate, Copper Sulfate, Thiamine Hydrochloride, Pyridoxine Hydrochloride, Folic Acid, Potassium Iodide, Phylloquinone, Biotin, Sodium Selenate, Vitamin D3, Vitamin B12, Potassium Hydroxide, and Nucleotides (Adenosine 5’-Monophosphate, Cytidine 5’-Monophosphate, Disodium Guanosine 5’-Monophosphate, Disodium Uridine 5’-Monophosphate).",Contains milk and soy ingredients.,Serving Size: 100 Cal (5.3 fl oz),,,Serving Size: 1000 mL (1.1 QT),,,,,,,,,,Case of 48,Liquid,,,,,,,,6/05/2020 12:54,Infant Formula
0,https://abbottstore.com/similac-pro-total-comfort-infant-formula-powder-29-8-oz-container-66937e.html,Abbott,Similac Pro-Total Comfort Infant Formula Powder,41.49,29.8 oz can,IN STOCK, 66937e,"LESS FUSSINESS & CRYING: Parents reported a significant reduction in fussiness, gassiness, and crying after just 1 day of feeding (After switching to Similac Pro-Total Comfort)
IMMUNE SUPPORT: Has 2-FL HMO, a unique prebiotic like that found in breast milk. Supports babys developing immune system and closes multiple gaps in immune function between formula-fed and breastfed infants
TRUSTED FORMULA: Similac is the #1 brand chosen by moms (Total US infant formula, all outlets as of 3/31/2018, Nielsen data)
BRAIN & EYE DEVELOPMENT: Our exclusive blend of DHA, Lutein, and Vitamin E  nutrients also found in breast milk  helps support babys overall growth and brain and eye development. Not for infants with galactosemia.



Similac Pro-Total Comfort is a gentle formula with partially hydrolyzed protein and 2-FL HMO, an immune-nourishing prebiotic like that found in breast milk. Parents reporteda significant reduction in fussiness, gassiness, and crying after just 1 day, and the improvement was maintained. Our exclusive blend of DHA, Lutein, and Vitamin E is important for helping support babys brain and eye development. You can trust Similac, the #1 brand chosen by moms.
After switching to Similac Pro-Total Comfort
Total US infant formula, all outlets as of 3/31/2018, Nielson data","Corn Maltodextrin, Whey Protein Hydrolysate, High Oleic Safflower Oil, Sugar, Soy Oil, Coconut Oil. Less than 2% of: C. Cohnii Oil, M. Alpina Oil, 2'-Fucosyllactose, Short-Chain Fructooligosaccharides, Beta-Carotene, Lutein, Lycopene, Calcium Citrate, Potassium Phosphate, Calcium Phosphate, Magnesium Chloride, Salt, Potassium Citrate, Ascorbic Acid, Choline Chloride, Sodium Citrate, Potassium Chloride, Calcium Hydroxide, Ferrous Sulfate, Taurine, m-Inositol, Choline Bitartrate, Zinc Sulfate, Ascorbyl Palmitate, L-Carnitine, Niacinamide, Mixed Tocopherols, d-Alpha-Tocopheryl Acetate, Calcium Pantothenate, Copper Sulfate, Vitamin A Palmitate, Thiamine Hydrochloride, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Manganese Sulfate, Phylloquinone, Potassium Iodide, Biotin, Sodium Selenate, Vitamin D3, Vitamin B12, Potassium Hydroxide, and Nucleotides (Adenosine 5’-Monophosphate, Cytidine 5’-Monophosphate, Disodium Guanosine 5’-Monophosphate, Disodium Uridine 5’-Monophosphate).",Contains milk ingredients.,"Serving Size: 100 Cal (5.3 fl oz, prepared as directed)",,,Serving Size: 1000 mL (Prepared as directed),,,,,,,,,,,Powder,,,,,,,,6/05/2020 12:54,Infant Formula with Iron
0,https://abbottstore.com/go-and-grow-by-similac-milk-based-toddler-drink-powder-36-oz-can-case-of-3-66838.html,Abbott,Go & Grow by Similac Milk-Based Toddler Drink Powder,63.5,"2.25 lb can
						 
						 
							/
						 
						 
							Case of 3",IN STOCK,66838,"TRUSTED FORMULA: Similac is the #1 brand chosen by moms( Total US infant formula, all outlets as of 3/31/2018, Nielsen data)
Features OptiGRO, our exclusive blend of DHA, Lutein, and Vitamin E; Nutrition beyond DHA alone
Designed to support brain, eye, and physical development
Complement to toddler nutrition
Similac is the first infant formula brand with no artificial growth hormone( No significant difference has been shown between milk derived from rbST-treated and non-rbST-treated cows.)


Go & Grow by Similac, For Helping Balance Toddler's Diet. Now that your baby is growing bigger and eating more table food, it can be hard to tell if she is getting the nutrition she needs. Go & Grow by Similac has over 25 essential vitamins and minerals to support growth and development.
 
SKU # 66838",,,,,,,,,,,,,,,,Case of 3,Powder,,,,,,,,6/05/2020 12:54,Milk-Based
0,https://abbottstore.com/similac-pro-sensitive-infant-formula-powder-1-41-lb-container-66084e.html,Abbott,Similac Pro-Sensitive Infant Formula Powder,33.99,1.41 lb container,IN STOCK, 66084e,"Similac Pro-Sensitive is the first infant formula for sensitive tummies with 2-FL Human Milk Oligosaccharide* (HMO), an immune nourishing prebiotic previously only found in breast milk.
 Similac with 2-FL Human Milk Oligosaccharide helps support babys developing immune system by closing multiple gaps in immune function between formula-fed and breastfed infants.
 Unlike other formulas, Similac has 2-FL HMO, a prebiotic that circulates throughout the body
 All ingredients are carefully selected to meet our high standards and are Non-GMO
 From Birth  12 months; Complete nutrition for your babys first year
 Features OptiGRO, an exclusive blend of DHA, Lutein, and Vitamin E - important ingredients found in breast milk

*Not from human milk
At significant levels
As measured in blood samples in a clinical study
Ingredients not genetically engineered","Corn Syrup, Milk Protein Isolate, High Oleic Safflower Oil, Sugar, Soy Oil, Coconut Oil. Less than 2% of: C. Cohnii Oil, M. Alpina Oil, 2'-Fucosyllactose, Fructooligosaccharides, Beta-Carotene, Lutein, Lycopene, Potassium Chloride, Sodium Citrate, Calcium Phosphate, Potassium Citrate, Magnesium Phosphate, Ascorbic Acid, Choline Chloride, Ascorbyl Palmitate, Ferrous Sulfate, Choline Bitartrate, Taurine, m-Inositol, Magnesium Chloride, Zinc Sulfate, Calcium Carbonate, L-Carnitine, Mixed Tocopherols, Niacinamide, d-Alpha-Tocopheryl Acetate, Calcium Pantothenate, Vitamin A Palmitate, Copper Sulfate, Thiamine Chloride Hydrochloride, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Manganese Sulfate, Potassium Iodide, Phylloquinone, Biotin, Sodium Selenate, Vitamin D3, Vitamin B12, Potassium Hydroxide, and Nucleotides (Adenosine 5’-Monophosphate, Cytidine 5’-Monophosphate, Disodium Guanosine 5’-Monophosphate, Disodium Uridine 5’-Monophosphate).",Contains milk ingredients.,"Serving Size: 100 Cal (5.3 fl oz, prepared as directed)",,,"Serving Size: 1000 mL (1.1 QT, prepared as directed)",,,,,,,,,,,Powder,,SELECT 6 CANS,SELECT 3 CANS,,,,,6/05/2020 12:54,Infant Formula with Iron
0,https://abbottstore.com/similac-pro-total-comfort-non-gmo-infant-formula-powder-22-5-oz-container-66939e.html,Abbott,Similac Pro-Total Comfort Infant Formula Powder,33.99,22.5 oz container,IN STOCK, 66939e,"LESS FUSSINESS & CRYING: Parents reported a significant reduction in fussiness, gassiness, and crying after just 1 day of feeding (After switching to Similac Pro-Total Comfort)
IMMUNE SUPPORT: Has 2-FL HMO, a unique prebiotic like that found in breast milk. Supports babys developingimmunesystem and closes multiple gaps in immune function between formula-fed and breastfed infants
TRUSTED FORMULA: Similac is the #1 brand chosen by moms(Total US infant formula, all outlets as of 3/31/2018, Nielsen data)
BRAIN & EYE DEVELOPMENT: Our exclusive blend of DHA, Lutein, and Vitamin E  nutrients also found in breast milk  helps support babys overall growth and brain and eye development. Not for infants with galactosemia.

Similac Pro-Total Comfort is a gentle formula with partially hydrolyzed protein and 2-FL HMO, an immune-nourishing prebiotic like that found in breast milk. Parents reporteda significant reduction in fussiness, gassiness, and crying after just 1 day, and the improvement was maintained. Our exclusive blend of DHA, Lutein, and Vitamin E is important for helping support babys brain and eye development. You can trust Similac, the #1 brand chosen by moms.
After switching to Similac Pro-Total Comfort
Total US infant formula, all outlets as of 3/31/2018, Nielson data","Corn Maltodextrin, Whey Protein Hydrolysate, High Oleic Safflower Oil, Sugar, Soy Oil, Coconut Oil. Less than 2% of: C. Cohnii Oil, M. Alpina Oil, 2'-Fucosyllactose, Short-Chain Fructooligosaccharides, Beta-Carotene, Lutein, Lycopene, Calcium Citrate, Potassium Phosphate, Calcium Phosphate, Magnesium Chloride, Salt, Potassium Citrate, Ascorbic Acid, Choline Chloride, Sodium Citrate, Potassium Chloride, Calcium Hydroxide, Ferrous Sulfate, Taurine, m-Inositol, Choline Bitartrate, Zinc Sulfate, Ascorbyl Palmitate, L-Carnitine, Niacinamide, Mixed Tocopherols, d-Alpha-Tocopheryl Acetate, Calcium Pantothenate, Copper Sulfate, Vitamin A Palmitate, Thiamine Hydrochloride, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Manganese Sulfate, Phylloquinone, Potassium Iodide, Biotin, Sodium Selenate, Vitamin D3, Vitamin B12, Potassium Hydroxide, and Nucleotides (Adenosine 5’-Monophosphate, Cytidine 5’-Monophosphate, Disodium Guanosine 5’-Monophosphate, Disodium Uridine 5’-Monophosphate).",Contains milk ingredients.,"Serving Size: 100 Cal (5.3 fl oz, prepared as directed)",,,Serving Size: 1000 mL (Prepared as directed),,,,,,,,,,,Powder,,,,,,,,6/05/2020 12:54,Infant Formula with Iron
0,https://abbottstore.com/similac-sensitive-non-gmo-1-41-lb-powder-64246e.html,Abbott,Similac Sensitive for Neuro Support NON-GMO Infant Formula  Powder,29.99,1.41 lb container,IN STOCK, 64246e,"FOR LACTOSE SENSITIVITY: A gentle formula designed to ease babys fussiness and gas due to lactose sensitivity. Not for infants or children with galactosemia
NEURO SUPPORT: Has our exclusive blend of DHA, Lutein, and Vitamin E to help support brain & eye development
TRUSTED FORMULA: Similacthe #1 infant formula brand and the #1 brand chosen by moms*
NO ARTIFICIAL GROWTH HORMONES: Similac is the first leading infant formula brand with no artificial growth hormones
NON-GMO: Similac Sensitive for Neuro Support has ingredients that are not genetically engineered

Similac Sensitive for Neuro Support is an easy-to-digest, milk-based formula specially designed for sensitive tummies. Its complete nutrition for babys first year and has our exclusive blend of DHA, Lutein, and Vitamin E to help support your babys brain & eye development. All from the brand trusted by moms for more than 90 years. Similac Sensitive is non-GMO and has no artificial growth hormones.
* Total US infant formula, all outlets as of 12/2018, Nielsen data.
 No significant difference has been shown between milk derived from rbST-treated and non-rbST-treated cows.
 Ingredients not genetically engineered.","Corn Syrup, Milk Protein Isolate, High Oleic Safflower Oil, Sugar, Soy Oil, Coconut Oil, Galactooligosaccharides. Less than 2% of: C. Cohnii Oil, M. Alpina Oil, Beta-Carotene, Lutein, Lycopene, Potassium Chloride, Sodium Citrate, Calcium Phosphate, Potassium Citrate, Magnesium Phosphate, Ascorbic Acid, Choline Chloride, m-Inositol, Ascorbyl Palmitate, Ferrous Sulfate, Taurine, Magnesium Chloride, Choline Bitartrate, Zinc Sulfate, Calcium Carbonate, L-Carnitine, Mixed Tocopherols, Niacinamide, d-Alpha-Tocopheryl Acetate, Calcium Pantothenate, Vitamin A Palmitate, Cupric Sulfate, Thiamine Chloride Hydrochloride, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Potassium Iodide, Manganese Sulfate, Phylloquinone, Biotin, Sodium Selenate, Vitamin D3, Cyanocobalamin, Potassium Hydroxide, and Nucleotides (Adenosine 5’-Monophosphate, Cytidine 5’-Monophosphate, Disodium Guanosine 5’-Monophosphate, Disodium Uridine 5’-Monophosphate).",Contains milk ingredients.,"Serving Size: 100 Cal (5.3 fl oz, prepared as directed)",,,"Serving Size: 1000 mL (1.05 QT, prepared as directed)",,,,,,,,,,,Powder,,,,,,,,6/05/2020 12:54,Infant Formula with Iron
0,https://abbottstore.com/similac-pro-advance-infant-formula-powder-30-8-oz-can-case-of-4-66439.html,Abbott,Similac Pro-Advance Infant Formula Powder,165.99,"30.8 oz can
						 
						 
							/
						 
						 
							Case of 4",IN STOCK,66439,"Similac Pro-Advance is the first infant formula with 2-FL Human Milk Oligosaccharide* (HMO), designed to be closer than ever to breast milk.
 Similac with 2'-FL HMO helps support babys developing immune system by closing multiple gaps in immune function between formula-fed and breastfed infants
 Unlike other formulas, Similac has 2-FL HMO, a prebiotic that circulates throughout the body
 All ingredients are carefully selected to meet our high standards and are NON-GMO
 From Birth  12 months; complete nutrition for your babys first year
 Features OptiGRO, an exclusive blend of DHA, Lutein, and Vitamin E - important ingredients found in breast milk
*Not from human milk
As measured in blood samples in a clinical study
Ingredients not genetically engineered","Nonfat Milk, Lactose, High Oleic Safflower Oil, Whey Protein Concentrate, Soy Oil, Coconut Oil. Less than 2% of: C. Cohnii Oil, M. Alpina Oil, 2'-Fucosyllactose, Short-chain Fructooligosaccharides, Beta-Carotene, Lutein, Potassium Citrate, Calcium Carbonate, Ascorbic Acid, Soy Lecithin, Potassium Chloride, Magnesium Chloride, Ferrous Sulfate, Choline Bitartrate, Choline Chloride, Ascorbyl Palmitate, Salt, Taurine, Inositol, Zinc Sulfate, Mixed Tocopherols, d-Alpha-Tocopheryl Acetate, Niacinamide, Calcium Pantothenate, L-Carnitine, Vitamin A Palmitate, Copper Sulfate, Thiamine Hydrochloride, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Manganese Sulfate, Phylloquinone, Biotin, Sodium Selenate, Vitamin D3, Vitamin B12, Calcium Phosphate, Potassium Phosphate, Potassium Iodide, Potassium Hydroxide, and Nucleotides (Adenosine 5’-Monophosphate, Cytidine 5’-Monophosphate, Disodium Guanosine 5’-Monophosphate, Disodium Uridine 5’-Monophosphate).",Contains milk and soy ingredients.,"Serving Size: 100 Cal (5 fl oz, prepared as directed)",,,"Serving Size: 1000 mL (1.1 QT, prepared as directed)",,,,,,,,,,Case of 4,powder,,,,,,,,6/05/2020 12:54,
0,https://abbottstore.com/similac-pro-sensitive-infant-formula-powder.html,Abbott,Similac Pro-Sensitive Infant Formula Powder,41.49,29.8 oz can,IN STOCK, 66441e,"Similac Pro-Sensitive is the first infant formula for sensitive tummies with 2'-FL Human Milk Oligosaccharide* (HMO), an immune nourishing prebiotic previously only found in breast milk.
 Similac with 2'-FL HMO helps support babys developing immune system by closing multiple gaps in immune function between formula-fed and breastfed infants
 Unlike other formulas, Similac has 2-FL HMO, a prebiotic that circulates throughout the body
 All ingredients are carefully selected to meet our high standards and are Non-GMO**
 From Birth 12 months; Complete nutrition for your babys first year
 Features OptiGRO, our exclusive blend of DHA, Lutein, and Vitamin E - important ingredients found in breast milk
*Not from human milk
At significant levels
As measured in blood samples in a clinical study
**Ingredients not genetically engineered","Corn Syrup, Milk Protein Isolate, High Oleic Safflower Oil, Sugar, Soy Oil, Coconut Oil. Less than 2% of: C. Cohnii Oil, M. Alpina Oil, 2'-Fucosyllactose, Fructooligosaccharides, Beta-Carotene, Lutein, Lycopene, Potassium Chloride, Sodium Citrate, Calcium Phosphate, Potassium Citrate, Magnesium Phosphate, Ascorbic Acid, Choline Chloride, Ascorbyl Palmitate, Ferrous Sulfate, Choline Bitartrate, Taurine, m-Inositol, Magnesium Chloride, Zinc Sulfate, Calcium Carbonate, L-Carnitine, Mixed Tocopherols, Niacinamide, d-Alpha-Tocopheryl Acetate, Calcium Pantothenate, Vitamin A Palmitate, Copper Sulfate, Thiamine Chloride Hydrochloride, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Manganese Sulfate, Potassium Iodide, Phylloquinone, Biotin, Sodium Selenate, Vitamin D3, Vitamin B12, Potassium Hydroxide, and Nucleotides (Adenosine 5’-Monophosphate, Cytidine 5’-Monophosphate, Disodium Guanosine 5’-Monophosphate, Disodium Uridine 5’-Monophosphate).",Contains milk ingredients.,"Serving Size: 100 Cal (5.3 fl oz, prepared as directed)",,,"Serving Size: 1000 mL (1.1 QT, prepared as directed)",,,,,,,,,,,powder,,SELECT 4 CANS,SELECT 2 CANS,,,,,6/05/2020 12:54,
0,https://abbottstore.com/pure-bliss-infant-formula-powder-24-7-oz-can-67317e.html,Abbott,Pure Bliss by Similac Infant Formula Powder,34.49,24.7 oz can,IN STOCK, 67317e,"MODELED AFTER BREAST MILK: Pure Bliss by Similac is thoughtfully crafted nutrition modeled after breast milk
NO COMPROMISE: With NO artificial growth hormones,* antibiotics, or palm olein oil, and its non-GMO
FOR BRAIN & EYE DEVELOPMENT: Pure Bliss has DHA and ARA, key nutrients to support brain & eye development
FROM THE MAKERS OF SIMILAC: Thoughtfully crafted nutrition that starts with fresh milk from grass-fed cows
MAKES 47 (4-FL-OZ) BOTTLES: One 24.7-oz can of Pure Bliss by Similac makes approximately 47 (4-fl-oz) bottles

Pure Bliss by Similac Infant Formula with Iron is modeled after breast milk and carefully crafted to nourish your baby for the first 12 months of life. Our formula starts with fresh milk from grass-fed cows and has no artificial growth hormones* or antibiotics, and its non-GMO. Pure Bliss has DHA and ARA, nutrients like those found in breast milk that support brain and eye development. Its thoughtfully crafted nutrition from the brand trusted by moms for over 90 years.One 24.7-oz can of Pure Bliss by Similac makes approximately 47 (4-fl-oz) bottles.
* No significant difference has been shown between milk derived from rbST-treated and non-rbST-treated cows.
 Ingredients not genetically engineered.",,,,,,,,,,,,,,,,,Powder,,,,,,,,6/05/2020 12:54,
0,https://abbottstore.com/go-and-grow-by-similac-with-2-fl-hmo-milk-based-toddler-drink-1-5-lb-can-case-of-4-67151.html,Abbott,Go & Grow by Similac NON-GMO Milk-Based Toddler Drink Powder With 2'-FL HMO,87.92,"1.5 lb can
						 
						 
							/
						 
						 
							Case of 4",IN STOCK,67151,"TODDLER DRINK: A non-GMO,* milk-based toddler drink that helps balance your toddlers (12-36 months) diet while you introduce new foods (*Ingredients not genetically engineered.)


IMMUNITY: Go & Grow by Similac with HMO is the first and only toddler drink with 2-FL human milk oligosaccharide, an immune-nourishing prebiotic (Not from human milk.)


BRAIN & EYE: DHA, Lutein, and Vitamin E are important nutrients for toddler brain and eye development that are found in foods kids often dont eatlike fish, spinach, and broccoli


1 CUP PER DAY: Just 1 sippy cup provides key nutrients your toddler needslike iron, Vitamins C & E, and DHA, that milk alone cant provide (1 sippy cup refers to 8 fl oz.)


PREBIOTICS: Supports digestive health as you introduce new foods. Also non-GMO* and made with no artificial growth hormones (*Ingredients not genetically engineered.) (No significant difference has been shown between milk derived from rbST treated and non-rbST treated cows.)

Go & Grow by Similac with HMO is the first and only toddler drink with 2-FL human milk oligosaccharide, an immune-nourishing prebiotic. Its also non-GMO* and the first leading toddler drink with no artificial growth hormones.It has key nutrients, including DHA, Lutein, and Vitamin E for brain and eye development. Go & Grow by Similac with HMO complements your toddlers diet as you introduce new foods. Just add water!
*Ingredients not genetically engineered.
Not from humanmilk.
No significant difference has been shown between milk derived from rbST-treated and non-rbST-treated cows.","Nonfat Milk, Lactose, High Oleic Safflower Oil, Soy Oil, Coconut Oil. Less than 2% of: C. Cohnii Oil, 2'-Fucosyllactose, Short-chain Fructooligosaccharides, Beta-Carotene, Lutein, Lycopene, Calcium Phosphate, Potassium Citrate, Ascorbic Acid, Soy Lecithin, Potassium Phosphate, Choline Chloride, Ferrous Sulfate, Ascorbyl Palmitate, Taurine, m-Inositol, d-Alpha-Tocopheryl Acetate, Zinc Sulfate, Mixed Tocopherols, Niacinamide, Calcium Pantothenate, Vitamin A Palmitate, Cupric Sulfate, Thiamine Chloride Hydrochloride, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Manganese Sulfate, Phylloquinone, Biotin, Sodium Selenate, Vitamin D3, Cyanocobalamin, Calcium Carbonate, Magnesium Chloride, Sodium Chloride, Potassium Chloride, and Potassium Hydroxide.",Contains milk and soy ingredients.,Serving Size: 35 g (1/3 cup powder or 2 packets),,,,,,,,,,,,,Case of 4,Powder,,,,,,,,6/05/2020 12:54,Toddler Drink
