,url,store,name,price,item_id,description,allergin_info,Form,entry_date,product_format,product_measurement_metric,product_measurement_numeric,bulk_sales_type,bulk_sales_numeric,serving_size_metric,serving_size_numeric
327,https://abbottstore.com/similac-neosure-ready-to-feed-2-fl-oz-bottle-case-of-48-67442.html,Abbott,Similac NeoSure Infant Formula Ready-to-Feed,64.44,67442,"A 22 Cal/fl oz, nutrient-enriched* formula for babies who were born prematurely. Similac NeoSure is clinically shown to promote excellent catch-up growth during the first year.1

Has increased protein, vitamins, and minerals compared to term infant formula
Has increased calories for growth
Calcium and phosphorus for babys growing bones
Features OptiGRO, our exclusive blend of important ingredients found in breast milk: DHA, Lutein, and Vitamin E
Easy-to-digest, milk-based formula

* Increased protein, vitamins, and minerals compared to term infant formula.
1 Carver JD, et al. Pediatrics. 2001;107:683-689.

SKU # 67442",Contains milk and soy ingredients.,Ready-to-Feed,6/05/2020 14:30,bottle,fl oz,2,Case,48,mL,1000
31,https://abbottstore.com/similac-special-care-24-infant-formula-with-iron-2-fl-oz-bottle-case-of-48-67446.html,Abbott,Similac Special Care 24,83.99,67446,"Use as directed by a physician. A 24 Cal/fl oz iron-fortified feeding for growing, low-birth-weight infants and premature infants.
Features:
OptiGRO is our exclusive blend of DHA, lutein and vitamin E: these important ingredients are found in breastmilk.

DHA for brain development
Lutein to support eye health
Vitamin E, an important nutrient found in breast milk to support developing cells
Not intended for feeding low-birth-weight infants after they reach a weight of 3600 g (approximately 8 lb) or as directed by a physician

Does not include nipples or rings.",Contains milk and soy ingredients.,,6/05/2020 12:54,bottle,fl oz,2,Case,48,Cal,100
347,https://abbottstore.com/similac-special-care-24-infant-formula-with-iron-2-fl-oz-bottle-case-of-48-67446.html,Abbott,Similac Special Care 24,83.99,67446,"Use as directed by a physician. A 24 Cal/fl oz iron-fortified feeding for growing, low-birth-weight infants and premature infants.
Features:
OptiGRO is our exclusive blend of DHA, lutein and vitamin E: these important ingredients are found in breastmilk.

DHA for brain development
Lutein to support eye health
Vitamin E, an important nutrient found in breast milk to support developing cells
Not intended for feeding low-birth-weight infants after they reach a weight of 3600 g (approximately 8 lb) or as directed by a physician

Does not include nipples or rings.",Contains milk and soy ingredients.,,6/05/2020 14:30,bottle,fl oz,2,Case,48,mL,1000
36,https://abbottstore.com/similac-special-care-30-with-iron-2-fl-oz-bottle-case-of-48-67448.html,Abbott,Similac Special Care 30,83.99,67448,"Use as directed by a physician. A 30 Cal/fl oz iron-fortified feeding for growing, low-birth-weight infants and premature infants.
Features:
OptiGRO is our exclusive blend of DHA, lutein and vitamin E: these important ingredients are found in breastmilk.

DHA for brain development
Lutein to support eye health
Vitamin E, an important nutrient found in breast milk to support developing cells
Halal, Kosher

Not intended for feeding low-birth-weight infants after they reach a weight of 3600 g (approximately 8 lb) or as directed by a doctor.
Does not include nipples or rings.",Contains milk and soy ingredients.,Liquid,6/05/2020 12:54,bottle,fl oz,2,Case,48,Cal,100
357,https://abbottstore.com/similac-special-care-30-with-iron-2-fl-oz-bottle-case-of-48-67448.html,Abbott,Similac Special Care 30,83.99,67448,"Use as directed by a physician. A 30 Cal/fl oz iron-fortified feeding for growing, low-birth-weight infants and premature infants.
Features:
OptiGRO is our exclusive blend of DHA, lutein and vitamin E: these important ingredients are found in breastmilk.

DHA for brain development
Lutein to support eye health
Vitamin E, an important nutrient found in breast milk to support developing cells
Halal, Kosher

Not intended for feeding low-birth-weight infants after they reach a weight of 3600 g (approximately 8 lb) or as directed by a doctor.
Does not include nipples or rings.",Contains milk and soy ingredients.,Liquid,6/05/2020 14:30,bottle,fl oz,2,Case,48,mL,1000
141,https://abbottstore.com/ensure-plant-based-protein-nutrition-shake-vanilla-11-fl-oz-tetra-case-of-12-67450.html,Abbott,Ensure Plant-Based Protein Nutrition Shake,32.97,67450,"100% PLANT-BASED PROTEIN: 20g of protein from fava bean and pea protein to support muscle health
FREE FROM: Dairy, soy, and gluten. NO artificial sweeteners, flavors, or colors; its non-GMO* and has NO cholesterol
GREAT TASTE GUARANTEED: Our Vanilla & Chocolate flavors are delicious! If you dont agree, youll get your money back!
TARGETED NUTRITION: 180 nutritious calories, essential nutrients, and a good source of fiber for digestive health
#1 BRAND: Ensure is the #1 doctor-recommended brandwith trusted options to help meet your nutrition goals

Ensure Plant-Based Protein nutrition shakes have 20g of plant-based protein from fava bean and pea protein to help support muscles, 5g of fiber for digestive health, and 25 essential vitamins & minerals. Each vegan-friendly, non-GMO* shake is dairy-free, with no soy, cholesterol, or artificial sweeteners, colors, or flavors. And theyre gluten-free and lactose-free. Available in Vanilla and Chocolate flavors, each shake is naturally sweetened for delicious tasteand backed by our Great Taste Guarantee! If youre not 100% satisfied with the flavor, well give you your money back within 30 days.
* Ingredients not genetically engineered.
 See product packaging for instructions and restrictions or visit ensure.com",Serving Size: 11 fl oz (330 mL),Nutrition Shake,6/05/2020 12:54,Tetra,fl oz,11,Case,12,The,*
458,https://abbottstore.com/ensure-plant-based-protein-nutrition-shake-vanilla-11-fl-oz-tetra-case-of-12-67450.html,Abbott,Ensure Plant-Based Protein Nutrition Shake,32.97,67450,"100% PLANT-BASED PROTEIN: 20g of protein from fava bean and pea protein to support muscle health
FREE FROM: Dairy, soy, and gluten. NO artificial sweeteners, flavors, or colors; its non-GMO* and has NO cholesterol
GREAT TASTE GUARANTEED: Our Vanilla & Chocolate flavors are delicious! If you dont agree, youll get your money back!
TARGETED NUTRITION: 180 nutritious calories, essential nutrients, and a good source of fiber for digestive health
#1 BRAND: Ensure is the #1 doctor-recommended brandwith trusted options to help meet your nutrition goals

Ensure Plant-Based Protein nutrition shakes have 20g of plant-based protein from fava bean and pea protein to help support muscles, 5g of fiber for digestive health, and 25 essential vitamins & minerals. Each vegan-friendly, non-GMO* shake is dairy-free, with no soy, cholesterol, or artificial sweeteners, colors, or flavors. And theyre gluten-free and lactose-free. Available in Vanilla and Chocolate flavors, each shake is naturally sweetened for delicious tasteand backed by our Great Taste Guarantee! If youre not 100% satisfied with the flavor, well give you your money back within 30 days.
* Ingredients not genetically engineered.
 See product packaging for instructions and restrictions or visit ensure.com",Serving Size: 11 fl oz (330 mL),Nutrition Shake,6/05/2020 14:30,Tetra,fl oz,11,Case,12,,
140,https://abbottstore.com/ensure-plant-based-protein-nutrition-shake-chocolate-11-fl-oz-tetra-case-of-12-67453.html,Abbott,Ensure Plant-Based Protein Nutrition Shake,32.97,67453,"100% PLANT-BASED PROTEIN: 20g of protein from fava bean and pea protein to support muscle health
FREE FROM: Dairy, soy, and gluten. NO artificial sweeteners, flavors, or colors; its non-GMO* and has NO cholesterol
GREAT TASTE GUARANTEED: Our Vanilla & Chocolate flavors are delicious! If you dont agree, youll get your money back!
TARGETED NUTRITION: 180 nutritious calories, essential nutrients, and a good source of fiber for digestive health
#1 BRAND: Ensure is the #1 doctor-recommended brandwith trusted options to help meet your nutrition goals

Ensure Plant-Based Protein nutrition shakes have 20g of plant-based protein from fava bean and pea protein to help support muscles, 5g of fiber for digestive health, and 25 essential vitamins & minerals. Each vegan-friendly, non-GMO* shake is dairy-free, with no soy, cholesterol, or artificial sweeteners, colors, or flavors. And theyre gluten-free and lactose-free. Available in Vanilla and Chocolate flavors, each shake is naturally sweetened for delicious tasteand backed by our Great Taste Guarantee! If youre not 100% satisfied with the flavor, well give you your money back within 30 days.
* Ingredients not genetically engineered.
 See product packaging for instructions and restrictions or visit ensure.com",Serving Size: 11 fl oz (330 mL),Nutrition Shake,6/05/2020 12:54,Tetra,fl oz,11,Case,12,The,*
461,https://abbottstore.com/ensure-plant-based-protein-nutrition-shake-chocolate-11-fl-oz-tetra-case-of-12-67453.html,Abbott,Ensure Plant-Based Protein Nutrition Shake,32.97,67453,"100% PLANT-BASED PROTEIN: 20g of protein from fava bean and pea protein to support muscle health
FREE FROM: Dairy, soy, and gluten. NO artificial sweeteners, flavors, or colors; its non-GMO* and has NO cholesterol
GREAT TASTE GUARANTEED: Our Vanilla & Chocolate flavors are delicious! If you dont agree, youll get your money back!
TARGETED NUTRITION: 180 nutritious calories, essential nutrients, and a good source of fiber for digestive health
#1 BRAND: Ensure is the #1 doctor-recommended brandwith trusted options to help meet your nutrition goals

Ensure Plant-Based Protein nutrition shakes have 20g of plant-based protein from fava bean and pea protein to help support muscles, 5g of fiber for digestive health, and 25 essential vitamins & minerals. Each vegan-friendly, non-GMO* shake is dairy-free, with no soy, cholesterol, or artificial sweeteners, colors, or flavors. And theyre gluten-free and lactose-free. Available in Vanilla and Chocolate flavors, each shake is naturally sweetened for delicious tasteand backed by our Great Taste Guarantee! If youre not 100% satisfied with the flavor, well give you your money back within 30 days.
* Ingredients not genetically engineered.
 See product packaging for instructions and restrictions or visit ensure.com",Serving Size: 11 fl oz (330 mL),Nutrition Shake,6/05/2020 14:30,Tetra,fl oz,11,Case,12,,
206,https://abbottstore.com/pedialyte-coconut-burst-1-liter-bottle-case-of-4-67461.html,Abbott,Pedialyte,21.99,67461,"REPLACES ELECTROLYTES: A flavorful way for kids and adults to replace electrolytes to feel better fast.


MORE EFFECTIVE THAN COMMON BEVERAGES: Designed to replace fluids and electrolytes more effectively than sports drinks, Pedialyte provides an optimal balance of sugar and electrolytes to prevent mild to moderate dehydration. Its medical-grade hydration.


TRUSTED BRAND: #1 pediatrician* and pharmacist recommended brand.* For over 50 years, Pedialyte has been the go-to rehydration drink.


GREAT-TASTING FLAVORS: Enjoy Pedialyte liters, powder packs, and Freezer Pops in 17 refreshing flavors.


POUR & HYDRATE: Tastes best served chilled.To maintain proper hydration, 1-2 liters of Pedialyte may be needed per day.

Pedialyte electrolyte solution is an advanced rehydration drink specially formulated with an optimal balance of sugar and electrolytes to help prevent mild to moderate dehydration in both kids and adults. From the #1 pediatrician* and pharmacist recommended brand* for hydration, Pedialyte electrolyte drink is medical-grade hydration that quickly replenishes lost fluids and electrolytes. Pedialyte promotes fluid absorption more effectively than sports drinks, juice, or even water. Feel better fast with Pedialyte!
*Among pediatricians and pharmacists surveyed, respectively (2017). Data on file with manufacturer",Serving Size: 12 fl oz (360 mL),Liquid,6/05/2020 12:54,bottle,L,1,Case,4,Not,*
524,https://abbottstore.com/pedialyte-coconut-burst-1-liter-bottle-case-of-4-67461.html,Abbott,Pedialyte,21.99,67461,"REPLACES ELECTROLYTES: A flavorful way for kids and adults to replace electrolytes to feel better fast.


MORE EFFECTIVE THAN COMMON BEVERAGES: Designed to replace fluids and electrolytes more effectively than sports drinks, Pedialyte provides an optimal balance of sugar and electrolytes to prevent mild to moderate dehydration. Its medical-grade hydration.


TRUSTED BRAND: #1 pediatrician* and pharmacist recommended brand.* For over 50 years, Pedialyte has been the go-to rehydration drink.


GREAT-TASTING FLAVORS: Enjoy Pedialyte liters, powder packs, and Freezer Pops in 17 refreshing flavors.


POUR & HYDRATE: Tastes best served chilled.To maintain proper hydration, 1-2 liters of Pedialyte may be needed per day.

Pedialyte electrolyte solution is an advanced rehydration drink specially formulated with an optimal balance of sugar and electrolytes to help prevent mild to moderate dehydration in both kids and adults. From the #1 pediatrician* and pharmacist recommended brand* for hydration, Pedialyte electrolyte drink is medical-grade hydration that quickly replenishes lost fluids and electrolytes. Pedialyte promotes fluid absorption more effectively than sports drinks, juice, or even water. Feel better fast with Pedialyte!
*Among pediatricians and pharmacists surveyed, respectively (2017). Data on file with manufacturer",Serving Size: 12 fl oz (360 mL),Liquid,6/05/2020 14:30,bottle,L,1,Case,4,L,1
290,https://abbottstore.com/zoneperfect-keto-powder-vanilla-frosting-32g-packet-case-of-20-67463.html,Abbott,ZonePerfect Keto Powder,48,67463,"BURN BODY FAT: With the optimal macro blend, your body will begin to use fat as a primary energy source
PROVEN KETO MACROS*: 75% fat, 20% protein, 5% total carbs (as a percent of calories) to support ketosis and burn body fat
SUPPORTS KETOSIS: ZonePerfect Keto Powders help your body stay in ketosiseven on the go. Steady energy anywhere, anytime
MADE FOR BETTER: Made with MCTs from butter; NO gluten or soy; and NO artificial sweeteners, flavors, or colors
GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!

ZonePerfect Keto Powder has the proven blend of fat, protein, and carbs* you need to support ketosis and burn body fat. Available in 2 delicious flavors, each keto powder packet has an optimal keto macro blend of 75% fat, 20% protein, and 5% total carbs (as a percent of calories). Our keto powder is made with MCTs from butter. Its free from gluten and soy, and contains no artificial sweeteners, colors, or flavors. Its an easy on-the-go keto snack or meal replacement you can take anywhere. With our Great Taste Guarantee, if youre not 100% satisfied, well send you your money back.
* Claim based on multiple studies showing effectiveness of a ketogenic diet with similar macro distribution.
 When used as part of a ketogenic diet designed to burn fat and boost fat metabolism.",,Powder,6/05/2020 12:54,packet,oz,1.1,Case,20,,
606,https://abbottstore.com/zoneperfect-keto-powder-vanilla-frosting-32g-packet-case-of-20-67463.html,Abbott,ZonePerfect Keto Powder,48,67463,"BURN BODY FAT: With the optimal macro blend, your body will begin to use fat as a primary energy source
PROVEN KETO MACROS*: 75% fat, 20% protein, 5% total carbs (as a percent of calories) to support ketosis and burn body fat
SUPPORTS KETOSIS: ZonePerfect Keto Powders help your body stay in ketosiseven on the go. Steady energy anywhere, anytime
MADE FOR BETTER: Made with MCTs from butter; NO gluten or soy; and NO artificial sweeteners, flavors, or colors
GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!

ZonePerfect Keto Powder has the proven blend of fat, protein, and carbs* you need to support ketosis and burn body fat. Available in 2 delicious flavors, each keto powder packet has an optimal keto macro blend of 75% fat, 20% protein, and 5% total carbs (as a percent of calories). Our keto powder is made with MCTs from butter. Its free from gluten and soy, and contains no artificial sweeteners, colors, or flavors. Its an easy on-the-go keto snack or meal replacement you can take anywhere. With our Great Taste Guarantee, if youre not 100% satisfied, well send you your money back.
* Claim based on multiple studies showing effectiveness of a ketogenic diet with similar macro distribution.
 When used as part of a ketogenic diet designed to burn fat and boost fat metabolism.",,Powder,6/05/2020 14:30,packet,oz,1.1,Case,20,,
280,https://abbottstore.com/zoneperfect-keto-powder-white-chocolate-cream-32g-packet-case-of-20-67466.html,Abbott,ZonePerfect Keto Powder,48,67466,"BURN BODY FAT: With the optimal macro blend, your body will begin to use fat as a primary energy source
PROVEN KETO MACROS*: 75% fat, 20% protein, 5% total carbs (as a percent of calories) to support ketosis and burn body fat
SUPPORTS KETOSIS: ZonePerfect Keto Powders help your body stay in ketosiseven on the go. Steady energy anywhere, anytime
MADE FOR BETTER: Made with MCTs from butter; NO gluten or soy; and NO artificial sweeteners, flavors, or colors
GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!

ZonePerfect Keto Powder has the proven blend of fat, protein, and carbs* you need to support ketosis and burn body fat. Available in 2 delicious flavors, each keto powder packet has an optimal keto macro blend of 75% fat, 20% protein, and 5% total carbs (as a percent of calories). Our keto powder is made with MCTs from butter. Its free from gluten and soy, and contains no artificial sweeteners, colors, or flavors. Its an easy on-the-go keto snack or meal replacement you can take anywhere. With our Great Taste Guarantee, if youre not 100% satisfied, well send you your money back.
* Claim based on multiple studies showing effectiveness of a ketogenic diet with similar macro distribution.
 When used as part of a ketogenic diet designed to burn fat and boost fat metabolism.",,Powder,6/05/2020 12:54,packet,oz,1.1,Case,20,,
598,https://abbottstore.com/zoneperfect-keto-powder-white-chocolate-cream-32g-packet-case-of-20-67466.html,Abbott,ZonePerfect Keto Powder,48,67466,"BURN BODY FAT: With the optimal macro blend, your body will begin to use fat as a primary energy source
PROVEN KETO MACROS*: 75% fat, 20% protein, 5% total carbs (as a percent of calories) to support ketosis and burn body fat
SUPPORTS KETOSIS: ZonePerfect Keto Powders help your body stay in ketosiseven on the go. Steady energy anywhere, anytime
MADE FOR BETTER: Made with MCTs from butter; NO gluten or soy; and NO artificial sweeteners, flavors, or colors
GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!

ZonePerfect Keto Powder has the proven blend of fat, protein, and carbs* you need to support ketosis and burn body fat. Available in 2 delicious flavors, each keto powder packet has an optimal keto macro blend of 75% fat, 20% protein, and 5% total carbs (as a percent of calories). Our keto powder is made with MCTs from butter. Its free from gluten and soy, and contains no artificial sweeteners, colors, or flavors. Its an easy on-the-go keto snack or meal replacement you can take anywhere. With our Great Taste Guarantee, if youre not 100% satisfied, well send you your money back.
* Claim based on multiple studies showing effectiveness of a ketogenic diet with similar macro distribution.
 When used as part of a ketogenic diet designed to burn fat and boost fat metabolism.",,Powder,6/05/2020 14:30,packet,oz,1.1,Case,20,,
147,https://abbottstore.com/ensure-rapid-hydration-strawberry-chill-powder-packs-17g-stickpack-36-count-67472.html,Abbott,Ensure Rapid Hydration Electrolyte Powder Packs,71.94,67472,"HYDRATION: Quickly helps relieve occasional dehydration from travel, vomiting & diarrhea, heat exposure, and inadequate fluid intake
KEY ELECTROLYTES: Ensure Rapid Hydration quickly and effectively replenishes lost electrolytes
PREBIOTICS: Ensure Rapid Hydration electrolyte powder includes prebiotics that support digestive health
DELICIOUS FLAVOR CHOICE: Fast rehydration in 2 great flavorsBerry Freeze and Strawberry Chill

Ensure Rapid Hydration electrolyte powder provides a scientifically designed balance of electrolytes to replenish fluid and electrolyte loss for fast rehydration. Available in Strawberry Chill and Berry Freeze flavors, Ensure Rapid Hydration helps relieve occasional dehydration due to travel, vomiting and diarrhea, heat exposure, and inadequate fluid intake, all in a convenient electrolyte powder.",Serving Size: 17 g (1 Packet),Powder Packs,6/05/2020 12:54,,oz,0.6,Pack,6-Jun,Not,*
462,https://abbottstore.com/ensure-rapid-hydration-strawberry-chill-powder-packs-17g-stickpack-36-count-67472.html,Abbott,Ensure Rapid Hydration Electrolyte Powder Packs,71.94,67472,"HYDRATION: Quickly helps relieve occasional dehydration from travel, vomiting & diarrhea, heat exposure, and inadequate fluid intake
KEY ELECTROLYTES: Ensure Rapid Hydration quickly and effectively replenishes lost electrolytes
PREBIOTICS: Ensure Rapid Hydration electrolyte powder includes prebiotics that support digestive health
DELICIOUS FLAVOR CHOICE: Fast rehydration in 2 great flavorsBerry Freeze and Strawberry Chill

Ensure Rapid Hydration electrolyte powder provides a scientifically designed balance of electrolytes to replenish fluid and electrolyte loss for fast rehydration. Available in Strawberry Chill and Berry Freeze flavors, Ensure Rapid Hydration helps relieve occasional dehydration due to travel, vomiting and diarrhea, heat exposure, and inadequate fluid intake, all in a convenient electrolyte powder.",Serving Size: 17 g (1 Packet),Powder Packs,6/05/2020 14:30,,oz,0.6,Pack,6-Jun,,
146,https://abbottstore.com/ensure-rapid-hydration-berry-freeze-powder-packs-17g-stickpack-36-count-67475.html,Abbott,Ensure Rapid Hydration Electrolyte Powder Packs,71.94,67475,"HYDRATION: Quickly helps relieve occasional dehydration from travel, vomiting & diarrhea, heat exposure, and inadequate fluid intake
KEY ELECTROLYTES: Ensure Rapid Hydration quickly and effectively replenishes lost electrolytes
PREBIOTICS: Ensure Rapid Hydration electrolyte powder includes prebiotics that support digestive health
DELICIOUS FLAVOR CHOICE: Fast rehydration in 2 great flavorsBerry Freeze and Strawberry Chill

Ensure Rapid Hydration electrolyte powder provides a scientifically designed balance of electrolytes to replenish fluid and electrolyte loss for fast rehydration. Available in Strawberry Chill and Berry Freeze flavors, Ensure Rapid Hydration helps relieve occasional dehydration due to travel, vomiting and diarrhea, heat exposure, and inadequate fluid intake, all in a convenient electrolyte powder.",Serving Size: 17 g (1 Packet),Powder Packs,6/05/2020 12:54,,oz,0.6,Pack,6-Jun,Not,*
463,https://abbottstore.com/ensure-rapid-hydration-berry-freeze-powder-packs-17g-stickpack-36-count-67475.html,Abbott,Ensure Rapid Hydration Electrolyte Powder Packs,71.94,67475,"HYDRATION: Quickly helps relieve occasional dehydration from travel, vomiting & diarrhea, heat exposure, and inadequate fluid intake
KEY ELECTROLYTES: Ensure Rapid Hydration quickly and effectively replenishes lost electrolytes
PREBIOTICS: Ensure Rapid Hydration electrolyte powder includes prebiotics that support digestive health
DELICIOUS FLAVOR CHOICE: Fast rehydration in 2 great flavorsBerry Freeze and Strawberry Chill

Ensure Rapid Hydration electrolyte powder provides a scientifically designed balance of electrolytes to replenish fluid and electrolyte loss for fast rehydration. Available in Strawberry Chill and Berry Freeze flavors, Ensure Rapid Hydration helps relieve occasional dehydration due to travel, vomiting and diarrhea, heat exposure, and inadequate fluid intake, all in a convenient electrolyte powder.",Serving Size: 17 g (1 Packet),Powder Packs,6/05/2020 14:30,,oz,0.6,Pack,6-Jun,,
291,https://abbottstore.com/zoneperfect-macros-bar-white-chocolate-peanut-butter-1-76-oz-wrapper-3-12-packs-67495.html,Abbott,ZonePerfect Macros Bar,70.92,67495,"BALANCED BLEND OF MACROS: 40% carbs for energy, 30% protein for strength, & 30% fat for nourishment*
TOTAL BODY WELLNESS: This proven macros ratio is a sustainable and achievable nutrient blend that can lead to holistic health improvements
15G PROTEIN: Delicious bars packed with 15g of protein to help keep you feeling fuller longer
12G SUGARS: On-the-go protein bars; NO sugar crash and you dont have to sacrifice taste
GREAT TASTE GUARANTEE: If youre not 100% satisfied with the taste of our bars, well give you your money back, guaranteed

ZonePerfect Macros bars have a balanced blend of macronutrients40% carbs for energy, 30% protein for strength, and 30% fat for nourishment (as a percent of calories). Thats a proven macros ratio for total body wellness when used with a 40/30/30 lifestyle plan for weight loss and maintenance. With 15g of high-quality protein and 1-2g sugars, these bars are a smart on-the-go snack. If youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* As a percent of calories.
 When used with a 40/30/30 lifestyle plan designed for weight loss and maintenance.","Contains milk, peanut and soy ingredients. Manufactured in a facility that processes eggs, tree nuts and wheat.",Macros Bar,6/05/2020 12:54,,oz,1.76,Case,36,g,50
609,https://abbottstore.com/zoneperfect-macros-bar-white-chocolate-peanut-butter-1-76-oz-wrapper-3-12-packs-67495.html,Abbott,ZonePerfect Macros Bar,70.92,67495,"BALANCED BLEND OF MACROS: 40% carbs for energy, 30% protein for strength, & 30% fat for nourishment*
TOTAL BODY WELLNESS: This proven macros ratio is a sustainable and achievable nutrient blend that can lead to holistic health improvements
15G PROTEIN: Delicious bars packed with 15g of protein to help keep you feeling fuller longer
12G SUGARS: On-the-go protein bars; NO sugar crash and you dont have to sacrifice taste
GREAT TASTE GUARANTEE: If youre not 100% satisfied with the taste of our bars, well give you your money back, guaranteed

ZonePerfect Macros bars have a balanced blend of macronutrients40% carbs for energy, 30% protein for strength, and 30% fat for nourishment (as a percent of calories). Thats a proven macros ratio for total body wellness when used with a 40/30/30 lifestyle plan for weight loss and maintenance. With 15g of high-quality protein and 1-2g sugars, these bars are a smart on-the-go snack. If youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* As a percent of calories.
 When used with a 40/30/30 lifestyle plan designed for weight loss and maintenance.","Contains milk, peanut and soy ingredients. Manufactured in a facility that processes eggs, tree nuts and wheat.",Macros Bar,6/05/2020 14:30,,oz,1.76,Case,36,,
277,https://abbottstore.com/zoneperfect-macros-bar-birthday-cake-1-76-oz-wrapper-3-12-packs-67500.html,Abbott,ZonePerfect Macros Bar,70.92,67500,"BALANCED BLEND OF MACROS: 40% carbs for energy, 30% protein for strength, & 30% fat for nourishment*
TOTAL BODY WELLNESS: This proven macros ratio is a sustainable and achievable nutrient blend that can lead to holistic health improvements
15G PROTEIN: Delicious bars packed with 15g of protein to help keep you feeling fuller longer
12G SUGARS: On-the-go protein bars; NO sugar crash and you dont have to sacrifice taste
GREAT TASTE GUARANTEE: If youre not 100% satisfied with the taste of our bars, well give you your money back, guaranteed

ZonePerfect Macros bars have a balanced blend of macronutrients40% carbs for energy, 30% protein for strength, and 30% fat for nourishment (as a percent of calories). Thats a proven macros ratio for total body wellness when used with a 40/30/30 lifestyle plan for weight loss and maintenance. With 15g of high-quality protein and 1-2g sugars, these bars are a smart on-the-go snack. If youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* As a percent of calories.
 When used with a 40/30/30 lifestyle plan designed for weight loss and maintenance.","Contains egg, milk and soy ingredients. Manufactured in a facility that processes peanuts, tree nuts and wheat.",Macros Bar,6/05/2020 12:54,,oz,1.76,Case,36,g,50
597,https://abbottstore.com/zoneperfect-macros-bar-birthday-cake-1-76-oz-wrapper-3-12-packs-67500.html,Abbott,ZonePerfect Macros Bar,70.92,67500,"BALANCED BLEND OF MACROS: 40% carbs for energy, 30% protein for strength, & 30% fat for nourishment*
TOTAL BODY WELLNESS: This proven macros ratio is a sustainable and achievable nutrient blend that can lead to holistic health improvements
15G PROTEIN: Delicious bars packed with 15g of protein to help keep you feeling fuller longer
12G SUGARS: On-the-go protein bars; NO sugar crash and you dont have to sacrifice taste
GREAT TASTE GUARANTEE: If youre not 100% satisfied with the taste of our bars, well give you your money back, guaranteed

ZonePerfect Macros bars have a balanced blend of macronutrients40% carbs for energy, 30% protein for strength, and 30% fat for nourishment (as a percent of calories). Thats a proven macros ratio for total body wellness when used with a 40/30/30 lifestyle plan for weight loss and maintenance. With 15g of high-quality protein and 1-2g sugars, these bars are a smart on-the-go snack. If youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* As a percent of calories.
 When used with a 40/30/30 lifestyle plan designed for weight loss and maintenance.","Contains egg, milk and soy ingredients. Manufactured in a facility that processes peanuts, tree nuts and wheat.",Macros Bar,6/05/2020 14:30,,oz,1.76,Case,36,The,*
292,https://abbottstore.com/zoneperfect-macros-bar-fruity-cereal-1-76-oz-wrapper-3-12-packs-67510.html,Abbott,ZonePerfect Macros Bar,70.92,67510,"BALANCED BLEND OF MACROS: 40% carbs for energy, 30% protein for strength, & 30% fat for nourishment*
TOTAL BODY WELLNESS: This proven macros ratio is a sustainable and achievable nutrient blend that can lead to holistic health improvements
15G PROTEIN: Delicious bars packed with 15g of protein to help keep you feeling fuller longer
12G SUGARS: On-the-go protein bars; NO sugar crash and you dont have to sacrifice taste
GREAT TASTE GUARANTEE: If youre not 100% satisfied with the taste of our bars, well give you your money back, guaranteed

ZonePerfect Macros bars have a balanced blend of macronutrients40% carbs for energy, 30% protein for strength, and 30% fat for nourishment (as a percent of calories). Thats a proven macros ratio for total body wellness when used with a 40/30/30 lifestyle plan for weight loss and maintenance. With 15g of high-quality protein and 1-2g sugars, these bars are a smart on-the-go snack. If youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* As a percent of calories.
 When used with a 40/30/30 lifestyle plan designed for weight loss and maintenance.","Contains egg, milk, soy and wheat ingredients. Manufactured in a facility that processes peanuts and other tree nut ingredients.",Macros Bar,6/05/2020 12:54,,oz,1.76,Case,36,g,50
613,https://abbottstore.com/zoneperfect-macros-bar-fruity-cereal-1-76-oz-wrapper-3-12-packs-67510.html,Abbott,ZonePerfect Macros Bar,70.92,67510,"BALANCED BLEND OF MACROS: 40% carbs for energy, 30% protein for strength, & 30% fat for nourishment*
TOTAL BODY WELLNESS: This proven macros ratio is a sustainable and achievable nutrient blend that can lead to holistic health improvements
15G PROTEIN: Delicious bars packed with 15g of protein to help keep you feeling fuller longer
12G SUGARS: On-the-go protein bars; NO sugar crash and you dont have to sacrifice taste
GREAT TASTE GUARANTEE: If youre not 100% satisfied with the taste of our bars, well give you your money back, guaranteed

ZonePerfect Macros bars have a balanced blend of macronutrients40% carbs for energy, 30% protein for strength, and 30% fat for nourishment (as a percent of calories). Thats a proven macros ratio for total body wellness when used with a 40/30/30 lifestyle plan for weight loss and maintenance. With 15g of high-quality protein and 1-2g sugars, these bars are a smart on-the-go snack. If youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* As a percent of calories.
 When used with a 40/30/30 lifestyle plan designed for weight loss and maintenance.","Contains egg, milk, soy and wheat ingredients. Manufactured in a facility that processes peanuts and other tree nut ingredients.",Macros Bar,6/05/2020 14:30,,oz,1.76,Case,36,,
